date,city,market,item,item_source_label,food_group,unit,price_average_cop_per_kg,price_change_pct_from_previous_market_day,source_url,extraction_method,review_flag
2025-11-12,Medellín,Central Mayorista de Antioquia (CMA),Chócolo mazorca,Chócolo mazorca,Vegetables,COP per kg,1667.0,0.0,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Medellín,Central Mayorista de Antioquia (CMA),Fríjol verde,Fríjol verde*,Vegetables,COP per kg,4400.0,-0.05,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Medellín,Central Mayorista de Antioquia (CMA),Habichuela,Habichuela,Vegetables,COP per kg,1950.0,0.01,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Medellín,Central Mayorista de Antioquia (CMA),Lechuga Batavia,Lechuga Batavia,Vegetables,COP per kg,1188.0,-0.02,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Medellín,Central Mayorista de Antioquia (CMA),Pepino cohombro,Pepino cohombro,Vegetables,COP per kg,1750.0,-0.01,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Medellín,Central Mayorista de Antioquia (CMA),Pimentón,Pimentón,Vegetables,COP per kg,2113.0,-0.18,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Medellín,Central Mayorista de Antioquia (CMA),Remolacha,Remolacha,Vegetables,COP per kg,1450.0,-0.05,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Medellín,Central Mayorista de Antioquia (CMA),Tomate,Tomate*,Vegetables,COP per kg,1075.0,-0.01,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Medellín,Central Mayorista de Antioquia (CMA),Zanahoria,Zanahoria,Vegetables,COP per kg,2167.0,0.0,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Montería,SIPSA Montería (Mercado del Sur in later files),Banano,Banano*,Fruit,COP per kg,1975.0,0.0,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Montería,SIPSA Montería (Mercado del Sur in later files),Coco,Coco,Fruit,COP per kg,8000.0,0.0,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Montería,SIPSA Montería (Mercado del Sur in later files),Limón común,Limón común,Fruit,COP per kg,3464.0,-0.04,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Montería,SIPSA Montería (Mercado del Sur in later files),Lulo,Lulo,Fruit,COP per kg,5667.0,0.0,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Montería,SIPSA Montería (Mercado del Sur in later files),Mandarina,Mandarina*,Fruit,COP per kg,2600.0,0.0,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Montería,SIPSA Montería (Mercado del Sur in later files),Mango Tommy,Mango Tommy,Fruit,COP per kg,2733.0,-0.2,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Montería,SIPSA Montería (Mercado del Sur in later files),Manzana royal gala,Manzana royal gala,Fruit,COP per kg,8487.0,0.0,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Montería,SIPSA Montería (Mercado del Sur in later files),Mora de Castilla,Mora de Castilla,Fruit,COP per kg,4750.0,0.12,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Montería,SIPSA Montería (Mercado del Sur in later files),Naranja,Naranja*,Fruit,COP per kg,2031.0,0.0,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Montería,SIPSA Montería (Mercado del Sur in later files),Tomate de árbol,Tomate de árbol,Fruit,COP per kg,2470.0,0.01,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Montería,SIPSA Montería (Mercado del Sur in later files),Papa  criolla,Papa  criolla,Tubers and plantains,COP per kg,4750.0,0.15,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Montería,SIPSA Montería (Mercado del Sur in later files),Papa negra,Papa negra*,Tubers and plantains,COP per kg,1350.0,0.02,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Montería,SIPSA Montería (Mercado del Sur in later files),Plátano hartón verde,Plátano hartón verde,Tubers and plantains,COP per kg,2000.0,0.0,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Montería,SIPSA Montería (Mercado del Sur in later files),Yuca,Yuca*,Tubers and plantains,COP per kg,2469.0,0.12,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Montería,SIPSA Montería (Mercado del Sur in later files),Ahuyama,Ahuyama,Vegetables,COP per kg,1500.0,0.0,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Montería,SIPSA Montería (Mercado del Sur in later files),Cebolla cabezona blanca,Cebolla cabezona blanca,Vegetables,COP per kg,1950.0,-0.08,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Montería,SIPSA Montería (Mercado del Sur in later files),Cebolla junca,Cebolla junca,Vegetables,COP per kg,1250.0,-0.04,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Montería,SIPSA Montería (Mercado del Sur in later files),Chócolo mazorca,Chócolo mazorca,Vegetables,COP per kg,1275.0,0.0,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Montería,SIPSA Montería (Mercado del Sur in later files),Fríjol verde,Fríjol verde*,Vegetables,COP per kg,5625.0,0.0,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Montería,SIPSA Montería (Mercado del Sur in later files),Habichuela,Habichuela,Vegetables,COP per kg,3125.0,-0.07,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Montería,SIPSA Montería (Mercado del Sur in later files),Lechuga Batavia,Lechuga Batavia,Vegetables,COP per kg,1938.0,-0.07,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Montería,SIPSA Montería (Mercado del Sur in later files),Pepino cohombro,Pepino cohombro,Vegetables,COP per kg,2075.0,0.0,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Montería,SIPSA Montería (Mercado del Sur in later files),Pimentón,Pimentón,Vegetables,COP per kg,4250.0,-0.13,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Montería,SIPSA Montería (Mercado del Sur in later files),Remolacha,Remolacha,Vegetables,COP per kg,3650.0,0.0,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Montería,SIPSA Montería (Mercado del Sur in later files),Tomate,Tomate*,Vegetables,COP per kg,1425.0,-0.05,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
2025-11-12,Montería,SIPSA Montería (Mercado del Sur in later files),Zanahoria,Zanahoria,Vegetables,COP per kg,2611.0,0.12,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-12nov2025.xlsx,official_xlsx,False
